file_name,review,rating,review_type,processed_text
trip_advisor_174,"rookies review stayed rookies hotel exactly expected, great value money just not expect 3 4 stars, room tad small clean single amsterdam expected, staff friendly helpful, hotel geared 50 crowd, lively street n't expect peace quiet, entrance steep, over-indulge try navigate stairs warned just imagine number folks taken spill, coffeeshop just terrific friendly reasonably priced, worth trip just shop, overall great value just not place special romantic getaway,  ",4.0,hotel,"rookies review stayed rookies hotel exactly expected, great value money just not expect 3 4 stars, room tad small clean single amsterdam expected, staff friendly helpful, hotel geared 50 crowd, lively street n't expect peace quiet, entrance steep, over-indulge try navigate stairs warned just imagine number folks taken spill, coffeeshop just terrific friendly reasonably priced, worth trip just shop, overall great value just not place special romantic getaway,  "
trip_advisor_175,"pleasant experience hotel excellent, close train station rooms clean bathrobe slippers added nice touch, tub deep perfect soaking, hotel nice traditional japanese restaurant near mcdonalds coffee smoked salmon toast, western breakfast eggs bacon toast offered, hotel nice surprises like imax theater dolphin annex building,  ",4.0,hotel,"pleasant experience hotel excellent, close train station rooms clean bathrobe slippers added nice touch, tub deep perfect soaking, hotel nice traditional japanese restaurant near mcdonalds coffee smoked salmon toast, western breakfast eggs bacon toast offered, hotel nice surprises like imax theater dolphin annex building,  "
trip_advisor_176,"disgusting, wow, right not worth saying ca n't bad, college student place sick stomach, q-tips hallway bugs room roof looked like going blow away second, 40 cab ride airport 50 port following day no friday port runs period, true staff kept repeating ramada door phone book, left embassy suites sucked money worth penny leave days inn,  ",1.0,hotel,"disgusting, wow, right not worth saying ca n't bad, college student place sick stomach, q-tips hallway bugs room roof looked like going blow away second, 40 cab ride airport 50 port following day no friday port runs period, true staff kept repeating ramada door phone book, left embassy suites sucked money worth penny leave days inn,  "
trip_advisor_177,"great hotel hotel located orchard rd main shopping strip means shopping awesome location, orchard rd area terribly congested tedious maneuver result probably tolerable climate hot humid, hotel appointed bed extremely comfortable, gym small 2 treadmills smattering equipments,  ",4.0,hotel,"great hotel hotel located orchard rd main shopping strip means shopping awesome location, orchard rd area terribly congested tedious maneuver result probably tolerable climate hot humid, hotel appointed bed extremely comfortable, gym small 2 treadmills smattering equipments,  "
trip_advisor_178,"great location really good staff nice room hotel fantastic location centre amsterdam, quiter road does n't suffer tram/traffic noise nor drunken tourists quality hotel charging good, contacting directly paid 80 2-night weekend stay, requested quiet room n't disappointed, rooms 11 12 attic appear best 12 spotless bathroom clean place generally well-looked-after feel, working, safe room usual services require, breakfast n't included price no end good cafes cafe jaren particularly good opposite hotel river not super-classy boutique hotel good bet money,  ",4.0,hotel,"great location really good staff nice room hotel fantastic location centre amsterdam, quiter road does n't suffer tram/traffic noise nor drunken tourists quality hotel charging good, contacting directly paid 80 2-night weekend stay, requested quiet room n't disappointed, rooms 11 12 attic appear best 12 spotless bathroom clean place generally well-looked-after feel, working, safe room usual services require, breakfast n't included price no end good cafes cafe jaren particularly good opposite hotel river not super-classy boutique hotel good bet money,  "
trip_advisor_179,"unusual best location hotel design internals 1930 clean service good breakfast eating area good, location great value money centre, stay ask high room,  ",3.0,hotel,"unusual best location hotel design internals 1930 clean service good breakfast eating area good, location great value money centre, stay ask high room,  "
trip_advisor_180,"fab funky difo going, just returned 5 night stay barcelo raval hotel, experience brillant, hotel design bright fresh funky modern, booking try 8th floor views amazing, loved gadets lights room, suitable couple staying, reception staff helpful spoke good english, difo love come hotel, drawback location day felt safe walking las ramblas night not recommend, got taxis 9pm, hotel guest views differ couple vast experience traveling didnt feel safe nite, fab new cocktail/ restaurant opened near hotet called blue rita l totally enjoyed, champagne great price,  ",5.0,hotel,"fab funky difo going, just returned 5 night stay barcelo raval hotel, experience brillant, hotel design bright fresh funky modern, booking try 8th floor views amazing, loved gadets lights room, suitable couple staying, reception staff helpful spoke good english, difo love come hotel, drawback location day felt safe walking las ramblas night not recommend, got taxis 9pm, hotel guest views differ couple vast experience traveling didnt feel safe nite, fab new cocktail/ restaurant opened near hotet called blue rita l totally enjoyed, champagne great price,  "
trip_advisor_181,"place stay perfect paris visit looking gorgeous hotel superb service elegant convenient area look no raphael, hoped, rooms lovely staff friendly efficient, breakfast buffet divine, yes expensive hotel raphael delivers,  ",5.0,hotel,"place stay perfect paris visit looking gorgeous hotel superb service elegant convenient area look no raphael, hoped, rooms lovely staff friendly efficient, breakfast buffet divine, yes expensive hotel raphael delivers,  "
trip_advisor_182,"expectation friend went nyc tap festival stayed hilton times square june 30 july 11. came nyc researches hotels manhattan finally chose hilton times square good comments, arrival inspected thoroughly room located 34th floor totally satisfied, room unexpectedly spacious quiet queen size twin beds comfortable bathroom clean, hotel staff helpful location hotel just wonderful, broadway musical theatres walking distance subway station corner internet cafe right hotel, frequent traveller hotels world rate 4.5 stars definitely come time,  ",5.0,hotel,"expectation friend went nyc tap festival stayed hilton times square june 30 july 11. came nyc researches hotels manhattan finally chose hilton times square good comments, arrival inspected thoroughly room located 34th floor totally satisfied, room unexpectedly spacious quiet queen size twin beds comfortable bathroom clean, hotel staff helpful location hotel just wonderful, broadway musical theatres walking distance subway station corner internet cafe right hotel, frequent traveller hotels world rate 4.5 stars definitely come time,  "
trip_advisor_183,"nice european standards stayed park plaza nights week, said location fantastic, ca n't miss walk train station, minute walk red light district 10 minute walk dam square anne frank house, area safe people late night, room slightly dated clean spacious european standards, bathroom large modern, dislike inward facing room bit dark, no complaints, did not eat hotel use pool.if looking good restaurants liked following, 40-65 euro night glasses wine each.1 koh noor- indian, excellent food nice atmosphere friendly owner, 10min walk hotel.2 ristorante caprese, small neighboorhood italian excellent pastas.also 10min walk.3 rigeiur, dutch, neighborhood tavern/cafe, bit accessible tram,  ",4.0,hotel,"nice european standards stayed park plaza nights week, said location fantastic, ca n't miss walk train station, minute walk red light district 10 minute walk dam square anne frank house, area safe people late night, room slightly dated clean spacious european standards, bathroom large modern, dislike inward facing room bit dark, no complaints, did not eat hotel use pool.if looking good restaurants liked following, 40-65 euro night glasses wine each.1 koh noor- indian, excellent food nice atmosphere friendly owner, 10min walk hotel.2 ristorante caprese, small neighboorhood italian excellent pastas.also 10min walk.3 rigeiur, dutch, neighborhood tavern/cafe, bit accessible tram,  "
trip_advisor_184,"forget rest stay spend extra stayed 4 nights, great, nice clean room friendly staff smiles good tucker aussie food, value no arguements, great handy position..monorail shopping convention centre restaurants.management really care property just not fault, stayed seasons sydney sheraton park before..what waste, think people called flash hotels think guests.tip shoppers want men shoes josephs shoe store..top brands great prices better service.i n't believe chance going wrong staying, ca n't wait,  ",5.0,hotel,"forget rest stay spend extra stayed 4 nights, great, nice clean room friendly staff smiles good tucker aussie food, value no arguements, great handy position..monorail shopping convention centre restaurants.management really care property just not fault, stayed seasons sydney sheraton park before..what waste, think people called flash hotels think guests.tip shoppers want men shoes josephs shoe store..top brands great prices better service.i n't believe chance going wrong staying, ca n't wait,  "
trip_advisor_185,"great hotel modern hotel good location, located just 2 minutes metro sation stop airport bus.very clean equiped rooms, good soundproofing ask overlooking central courtyard hotel main road, bottled water available free room mini bar, breakfast superb want, 10 euros cold buffet 14 euros hot food,  ",4.0,hotel,"great hotel modern hotel good location, located just 2 minutes metro sation stop airport bus.very clean equiped rooms, good soundproofing ask overlooking central courtyard hotel main road, bottled water available free room mini bar, breakfast superb want, 10 euros cold buffet 14 euros hot food,  "
trip_advisor_186,"grate got good price hotels.com hotel 90 euros pr nigth double room, late check-in no doubles left, gave suite price suite nice, staff helpful business-center basement 2 pc internet free use, nice terrace sunbeds roof hotel.i definitely recommend hotel,  ",5.0,hotel,"grate got good price hotels.com hotel 90 euros pr nigth double room, late check-in no doubles left, gave suite price suite nice, staff helpful business-center basement 2 pc internet free use, nice terrace sunbeds roof hotel.i definitely recommend hotel,  "
trip_advisor_187,"great hardware poor service spent 100 room nights various sydney hotels past 3 years bulk westin, stayed seasons shangri-la hilton.westin pros large rooms bathrooms character space comfortable beds central location business shopping rarely crowded lobby spg points main motivation, cons lax service 1 2 room service orders bungled despite specific reminders no recognition stay 30 nights year room service menu limited unchanged 3 years food room mosaic restaurant poor quality pay in-room toiletry standard issue westin poor management not interested feedbackfour seasons pros excellent service food generally high standard accomodating great location great toiletry fantastic views right room overall friction-free experience hint romancecons rooms small standard-issue views definitely not fs standards hilton pros hhonors points location good shoppingcons incredibly small bathrooms room upgrade diamond member views office buildings room window crowded lobbyshang pros views opera house facing rooms harbour view rooms face bridge expressway, rooms decent size good bar altitude cons location bit way food not good room service advised room service food bulk trucked not altered, service generally laid lax ordinary hotel world away usual shangri-la standardsin sum think westin acceptable short business visit pay merely competent room good location, frequent stayers service levels westin annoyance, seasons edge location service, pick, better furnished rooms frequent stayer program overall quality sydney hotels couple notches major asian city hotels, really sea mediocrity european big city prices,  ",2.0,hotel,"great hardware poor service spent 100 room nights various sydney hotels past 3 years bulk westin, stayed seasons shangri-la hilton.westin pros large rooms bathrooms character space comfortable beds central location business shopping rarely crowded lobby spg points main motivation, cons lax service 1 2 room service orders bungled despite specific reminders no recognition stay 30 nights year room service menu limited unchanged 3 years food room mosaic restaurant poor quality pay in-room toiletry standard issue westin poor management not interested feedbackfour seasons pros excellent service food generally high standard accomodating great location great toiletry fantastic views right room overall friction-free experience hint romancecons rooms small standard-issue views definitely not fs standards hilton pros hhonors points location good shoppingcons incredibly small bathrooms room upgrade diamond member views office buildings room window crowded lobbyshang pros views opera house facing rooms harbour view rooms face bridge expressway, rooms decent size good bar altitude cons location bit way food not good room service advised room service food bulk trucked not altered, service generally laid lax ordinary hotel world away usual shangri-la standardsin sum think westin acceptable short business visit pay merely competent room good location, frequent stayers service levels westin annoyance, seasons edge location service, pick, better furnished rooms frequent stayer program overall quality sydney hotels couple notches major asian city hotels, really sea mediocrity european big city prices,  "
trip_advisor_188,"business trip ok hotel fine evening business, mattress comfortable room clean together.the concierge/front desk/ doorman nice n't know girl normally stocked necessities towels, kudos bathroom, lavender walls given trouble eyes days longer.room bit sparse personal taste love hip modern hotels homeless people walking place you.around corner indian restaurant does great indian food left 2 blocks left halfway street hotel entrance,  ",3.0,hotel,"business trip ok hotel fine evening business, mattress comfortable room clean together.the concierge/front desk/ doorman nice n't know girl normally stocked necessities towels, kudos bathroom, lavender walls given trouble eyes days longer.room bit sparse personal taste love hip modern hotels homeless people walking place you.around corner indian restaurant does great indian food left 2 blocks left halfway street hotel entrance,  "
trip_advisor_189,"scorpion stings, quite disappointed arrival research thoroughly, rooms spacious brown dull like spa resort opinion frank lloyd wright thing, food excellent food beverage 3.5 day stay 800 did n't drink, second night hanging hot tub main pool husband stung scorpion.i pregnant nervous venom manager just acted pretty nonchalant thing, ruined evening plans order room service not person bothered morning o.k stings affect not area stung entire nervous movement throat vision cried sleep hurt bad, lighting signs warning possibility, st. louis did n't realize happen, entire trip just downer,  ",2.0,hotel,"scorpion stings, quite disappointed arrival research thoroughly, rooms spacious brown dull like spa resort opinion frank lloyd wright thing, food excellent food beverage 3.5 day stay 800 did n't drink, second night hanging hot tub main pool husband stung scorpion.i pregnant nervous venom manager just acted pretty nonchalant thing, ruined evening plans order room service not person bothered morning o.k stings affect not area stung entire nervous movement throat vision cried sleep hurt bad, lighting signs warning possibility, st. louis did n't realize happen, entire trip just downer,  "
trip_advisor_190,"great base first-timers tokyo stayed standard room total 4 nights start finish certainly not, visit japan 2006. welcome warm room fantastic amenities wish floor ceiling windows, not good suffer vertigo, amazing views especially night, n't miss drink sky lounge bellini delicious bit pricey, hotel staff helped japan bit apprehensive trip eastwards, tokyo swing christmas shops lights amazing.the hotel staff helpful directions city attractions concierge main lobby loads info, sheets easy follow, excellent restaurants hotel liked shabu-shabu breakfast eat 05.30. useful tours start pretty early, service good friendly hotel, certainly stay again.ca n't wait,  ",4.0,hotel,"great base first-timers tokyo stayed standard room total 4 nights start finish certainly not, visit japan 2006. welcome warm room fantastic amenities wish floor ceiling windows, not good suffer vertigo, amazing views especially night, n't miss drink sky lounge bellini delicious bit pricey, hotel staff helped japan bit apprehensive trip eastwards, tokyo swing christmas shops lights amazing.the hotel staff helpful directions city attractions concierge main lobby loads info, sheets easy follow, excellent restaurants hotel liked shabu-shabu breakfast eat 05.30. useful tours start pretty early, service good friendly hotel, certainly stay again.ca n't wait,  "
trip_advisor_191,"warm rooms squishy beds said ventilation terrible warm sleep, beds soft unsupportive, walk-up prepare climb stories steps, decided night night stay wanted hotel told 3pm insisted pay nights, no breakfast room order breakfast delivered room take-out box, location perks street active wee hours warning street loud, wireless net worked fine,  ",1.0,hotel,"warm rooms squishy beds said ventilation terrible warm sleep, beds soft unsupportive, walk-up prepare climb stories steps, decided night night stay wanted hotel told 3pm insisted pay nights, no breakfast room order breakfast delivered room take-out box, location perks street active wee hours warning street loud, wireless net worked fine,  "
trip_advisor_192,"ok wo n't going stayed tapatio summer family vacation, all-suite accommodation just okay cramped 2 teenagers 2 adults, sofa bed consisted piece called mattress uncomfortable slept rest time just sofa, no refrigerator room min-bar needless say spent 35 bar items, day toilet room got clogged maintenance quickly took care problem, room service prompt pretty decent, chose tapatio based reviews tripadvisor hotel website, let just say hotel not nice appears claims website, falls water village offers acres pools yes pools scattered property nothing special, main pool area 2 pools lots lounge chairs bar pathetic little water slide hype website misleading, website stated lap pool check-in no knew lap pool asked fact management came specifically said not lap pool later area main pool designated lap swimming sorts, ate pointe thyme save money eat, food ok service good overpriced, mistake eating la cantina horrible, hotel 20 years old showing signs wear tear desperate need renovation, fitness centre small equipment old, overall n't horrible stay price hotel options phoenix stay time,  ",2.0,hotel,"ok wo n't going stayed tapatio summer family vacation, all-suite accommodation just okay cramped 2 teenagers 2 adults, sofa bed consisted piece called mattress uncomfortable slept rest time just sofa, no refrigerator room min-bar needless say spent 35 bar items, day toilet room got clogged maintenance quickly took care problem, room service prompt pretty decent, chose tapatio based reviews tripadvisor hotel website, let just say hotel not nice appears claims website, falls water village offers acres pools yes pools scattered property nothing special, main pool area 2 pools lots lounge chairs bar pathetic little water slide hype website misleading, website stated lap pool check-in no knew lap pool asked fact management came specifically said not lap pool later area main pool designated lap swimming sorts, ate pointe thyme save money eat, food ok service good overpriced, mistake eating la cantina horrible, hotel 20 years old showing signs wear tear desperate need renovation, fitness centre small equipment old, overall n't horrible stay price hotel options phoenix stay time,  "
trip_advisor_193,"totally awesome, better expected service exceptional freindly, felt like family small staff went way little extra s not expect, 50th birthday wife went breakfast day leonor staff b.day cake singing happy birthday, totally blown away want thank leonor staff going way make day visit special time, place not 5 star staff 5+star clean bed comfy, location great just half block beach, understand hotel ranked 1 just friendly staff service, believe far best bang buck hawaii period, chuck ann kamloops b.c, canada,  ",5.0,hotel,"totally awesome, better expected service exceptional freindly, felt like family small staff went way little extra s not expect, 50th birthday wife went breakfast day leonor staff b.day cake singing happy birthday, totally blown away want thank leonor staff going way make day visit special time, place not 5 star staff 5+star clean bed comfy, location great just half block beach, understand hotel ranked 1 just friendly staff service, believe far best bang buck hawaii period, chuck ann kamloops b.c, canada,  "
trip_advisor_194,"ideal time paris decided stay hotel elysees regencia, decoration modern design rooms spacious furnished aniseed deluxe room king size bed, location central near champs elysees ideal going shopping enjoying culture really enjoyed stay thanks staff polite helpful, recommendations excellent nice restaurants not expensive tours versailles giverny, breakfast great experience american buffet breakfast bacon eggs sausages juices cereals french croissant course, pleasure start right foot morning breakfast, stay ideal, highly recommended,  ",5.0,hotel,"ideal time paris decided stay hotel elysees regencia, decoration modern design rooms spacious furnished aniseed deluxe room king size bed, location central near champs elysees ideal going shopping enjoying culture really enjoyed stay thanks staff polite helpful, recommendations excellent nice restaurants not expensive tours versailles giverny, breakfast great experience american buffet breakfast bacon eggs sausages juices cereals french croissant course, pleasure start right foot morning breakfast, stay ideal, highly recommended,  "
trip_advisor_195,"great location cut short previous trip seattle manager allowed transfer pre-paid days labor day weekend thought generous nothing warrant not honoring earlier stay, desk personnel helpful friendly room clean furniture use updating, main street quite quiet, shuttle service convienent dropped picked football game stadium, real complaint fitness room not wants ride stationary bike dip pool, universal machine big difference, local bus service goes right hotel connects rest city, definitely stay,  ",4.0,hotel,"great location cut short previous trip seattle manager allowed transfer pre-paid days labor day weekend thought generous nothing warrant not honoring earlier stay, desk personnel helpful friendly room clean furniture use updating, main street quite quiet, shuttle service convienent dropped picked football game stadium, real complaint fitness room not wants ride stationary bike dip pool, universal machine big difference, local bus service goes right hotel connects rest city, definitely stay,  "
trip_advisor_196,"fantastic hotel fantastic hotel perfect service great rooms clean does n't saying china, walking distance forbidden city want simply cab, comes price perfect hotel unfamiliar wit local customs, e absolutely recommend,  ",5.0,hotel,"fantastic hotel fantastic hotel perfect service great rooms clean does n't saying china, walking distance forbidden city want simply cab, comes price perfect hotel unfamiliar wit local customs, e absolutely recommend,  "
trip_advisor_197,"not really expecting rooms not clean problems wirth bathroom, called 3 times repairs showed, food excellent, activities dedicated tourist europe, outside hotel people changes prices try explote visitors money activities not really good, manati park sucks,  ",2.0,hotel,"not really expecting rooms not clean problems wirth bathroom, called 3 times repairs showed, food excellent, activities dedicated tourist europe, outside hotel people changes prices try explote visitors money activities not really good, manati park sucks,  "
trip_advisor_198,"like hotel like experience majestic, wife 7 nights holidays, didn__Ç_é_ know expect, wife sic food eat nobody helps everybody told doctor went, expensive, good professional hotel alexandra ricky, general hotel works, maleteros rood don__Ç_é_ money,  ",2.0,hotel,"like hotel like experience majestic, wife 7 nights holidays, didn__Ç_é_ know expect, wife sic food eat nobody helps everybody told doctor went, expensive, good professional hotel alexandra ricky, general hotel works, maleteros rood don__Ç_é_ money,  "
trip_advisor_199,"excellent hotel stayed hotel weekend away anniversay arriving fairly early able check straight away receptionist helpful gentleman holding door open taking luggage service smile wishing good day change usual unhappy trouble staff london hotels, room excellent clean contempary needed, management obviously taken time train staff proud achieved, did n't eat hotel resturant looked stylish plenty people eating, location excellent know london underground station bus routes close, certainly recommend hotel,  ",5.0,hotel,"excellent hotel stayed hotel weekend away anniversay arriving fairly early able check straight away receptionist helpful gentleman holding door open taking luggage service smile wishing good day change usual unhappy trouble staff london hotels, room excellent clean contempary needed, management obviously taken time train staff proud achieved, did n't eat hotel resturant looked stylish plenty people eating, location excellent know london underground station bus routes close, certainly recommend hotel,  "
trip_advisor_200,"casablanca perfect, just returned 6 nights wonderful boutique-like hotel, member staff friendly helpful hotel perfect location noise craziness times square, ricks cafe great breakfast really did set day, 6 people party not hesitate staying casablanca truly hospitable not wait stay soon,  ",5.0,hotel,"casablanca perfect, just returned 6 nights wonderful boutique-like hotel, member staff friendly helpful hotel perfect location noise craziness times square, ricks cafe great breakfast really did set day, 6 people party not hesitate staying casablanca truly hospitable not wait stay soon,  "
trip_advisor_201,"honestly better resorts just arrived 5th trip punta cana march 26th week begin resort needs new title guest service desk, good service far expect, room directly towels door rats room, entertained cockroaches lizards room, lizard bed second night, stayed 3700 building, rooms nice bug buddies arrived.the food average, chinese japense restaurants beautiful, husband golfed nothing bad say course, actually thought beautiful, waitress accidentally spill red wine white beach bag took days william guest service representative cleaned, meantime wanted plastic bag carry, finally requesting hotel manager gave proper bag replace bag cleaners, yes came cleaned, did red wine, beach absolutely beautiful, weather wonderful everyday.i not recommend resort unless really really good price, stayed barcelo bavaro golf resort resorts previously resort not compare, rate resort 3+ generous.i wish known negative issues resort experience read, hope enjoy trip punta cana,  ",3.0,hotel,"honestly better resorts just arrived 5th trip punta cana march 26th week begin resort needs new title guest service desk, good service far expect, room directly towels door rats room, entertained cockroaches lizards room, lizard bed second night, stayed 3700 building, rooms nice bug buddies arrived.the food average, chinese japense restaurants beautiful, husband golfed nothing bad say course, actually thought beautiful, waitress accidentally spill red wine white beach bag took days william guest service representative cleaned, meantime wanted plastic bag carry, finally requesting hotel manager gave proper bag replace bag cleaners, yes came cleaned, did red wine, beach absolutely beautiful, weather wonderful everyday.i not recommend resort unless really really good price, stayed barcelo bavaro golf resort resorts previously resort not compare, rate resort 3+ generous.i wish known negative issues resort experience read, hope enjoy trip punta cana,  "
trip_advisor_202,"great value, overall value great, rooms incredibly clean up-to-date, extremely convenient hotel located directly street train station, costs 25euros travel taxi 17euros train airport,  ",5.0,hotel,"great value, overall value great, rooms incredibly clean up-to-date, extremely convenient hotel located directly street train station, costs 25euros travel taxi 17euros train airport,  "
trip_advisor_203,"cheap oh chic, cheap chic, paid room treat going late old street did n't fancy night bus home, fully expected disappointed start finish pleasure, awesome staff great room wanted duvet home comfortable funky interior loved pret breakfast, highly recommend,  ",5.0,hotel,"cheap oh chic, cheap chic, paid room treat going late old street did n't fancy night bus home, fully expected disappointed start finish pleasure, awesome staff great room wanted duvet home comfortable funky interior loved pret breakfast, highly recommend,  "
trip_advisor_204,"good, really liked hotel, close, clean, friendly helpful staff, accesible internet not over-priced, room balcony overlooking shopping areas just block away las ramblas shopping resteraunts, plaza main stop bus turistica great setup tourists barcelona, bought 2-day pass mere 21 euros allowed ride buses time days, greatest buses stop reboard bus run 5 10 mintues, convenient, lot barcelona,  ",4.0,hotel,"good, really liked hotel, close, clean, friendly helpful staff, accesible internet not over-priced, room balcony overlooking shopping areas just block away las ramblas shopping resteraunts, plaza main stop bus turistica great setup tourists barcelona, bought 2-day pass mere 21 euros allowed ride buses time days, greatest buses stop reboard bus run 5 10 mintues, convenient, lot barcelona,  "
trip_advisor_205,"good value price recently spent 3 days avenue, single room small need, goes adam spend time room, bed ok bathroom clean plenty hot water pressure, little bit noisy trams pedestrians street not intolerable, breakfast typical scrambled eggs bacon juice rolls coffee, convenient central station dam variety attractions, not 5 star certainly worth money,  ",4.0,hotel,"good value price recently spent 3 days avenue, single room small need, goes adam spend time room, bed ok bathroom clean plenty hot water pressure, little bit noisy trams pedestrians street not intolerable, breakfast typical scrambled eggs bacon juice rolls coffee, convenient central station dam variety attractions, not 5 star certainly worth money,  "
trip_advisor_206,"struggled rating problems fit, pretty awful n't say, boyfriend stayed 3 nights new year holiday 2003-2004 sure paid price considering time frame amsterdam, ca n't place rate stars, rooms tiny pay deposit remote control tv weird, guess assumption want steal remote control, night slept felt itchy like tiny things biting duvet bedclothes, enjoy good tourists amsterdam n't expect hotel smell like coffeeshop lot said clean fresh air, talking lobby corridors stairs elevator, convenient location friendly staff experienced did not warrant major cons pricey stay, definitely time,  ",2.0,hotel,"struggled rating problems fit, pretty awful n't say, boyfriend stayed 3 nights new year holiday 2003-2004 sure paid price considering time frame amsterdam, ca n't place rate stars, rooms tiny pay deposit remote control tv weird, guess assumption want steal remote control, night slept felt itchy like tiny things biting duvet bedclothes, enjoy good tourists amsterdam n't expect hotel smell like coffeeshop lot said clean fresh air, talking lobby corridors stairs elevator, convenient location friendly staff experienced did not warrant major cons pricey stay, definitely time,  "
trip_advisor_207,"love place, not overstate great hotel, ignore bad reviews think people bad day little rude, smile fun staff youru best hotel experience, reviews old say personal experience new managers place shine, just keeps getting better rooms beautiful sumptuous king sized beds fabulous sheets, like million thread count, huge comfy bed not want, order room service food awesome little pricey like room service worth, live little, stay, time girlfriend rained day did n't care, went great little thai place right street ate watched movies just enjoyed wonderful room, super clean great location beautiful lobby restaurant best hotels stayed think sf,  ",5.0,hotel,"love place, not overstate great hotel, ignore bad reviews think people bad day little rude, smile fun staff youru best hotel experience, reviews old say personal experience new managers place shine, just keeps getting better rooms beautiful sumptuous king sized beds fabulous sheets, like million thread count, huge comfy bed not want, order room service food awesome little pricey like room service worth, live little, stay, time girlfriend rained day did n't care, went great little thai place right street ate watched movies just enjoyed wonderful room, super clean great location beautiful lobby restaurant best hotels stayed think sf,  "
trip_advisor_208,"loved, excellent helpful staff beautiful room, really enjoyed traditional canal house atmosphere, great breakfast, amenities want, luxurious,  ",5.0,hotel,"loved, excellent helpful staff beautiful room, really enjoyed traditional canal house atmosphere, great breakfast, amenities want, luxurious,  "
trip_advisor_209,"vacation lifetime wife stayed natura january 2 january 9 2007 n't say phenominal, experience wonderful, white sand beach felt like flour steady flow drinks way main bar no complaints resort all.the service exceptional sure lanquage barriers thank god learned count spanish dora tried hard did, far tipping goes totally worth small expenditure better service, example regards sea weed washes beach, thursday trip wife tossed 3 guys raked beach couple bucks day sea weed time crew wisk away big smile nod guys work horrible job not say thank you.flavio sandro main bar nicest happiest people met trying chat fluke glass 30 seconds, great experience better, desk staff not good hey room key did n't again.the food good eateries buffet tasty eat a'la cartes good, complaints 1 italian lasagna tasted like undercooked hamburger helper, 2 seafood shrimp pasta ill. no bid deal good sleep.the sunwing rep joke totally useless did n't care unless handing cash excursion no doubt earned cut say unsure going just squish worth heartbeat actually booked march 07 jan 08 sure, lucky make great travel friends like walt darlene ken anna jeff shauna shelby jackie make trip better,  ",5.0,hotel,"vacation lifetime wife stayed natura january 2 january 9 2007 n't say phenominal, experience wonderful, white sand beach felt like flour steady flow drinks way main bar no complaints resort all.the service exceptional sure lanquage barriers thank god learned count spanish dora tried hard did, far tipping goes totally worth small expenditure better service, example regards sea weed washes beach, thursday trip wife tossed 3 guys raked beach couple bucks day sea weed time crew wisk away big smile nod guys work horrible job not say thank you.flavio sandro main bar nicest happiest people met trying chat fluke glass 30 seconds, great experience better, desk staff not good hey room key did n't again.the food good eateries buffet tasty eat a'la cartes good, complaints 1 italian lasagna tasted like undercooked hamburger helper, 2 seafood shrimp pasta ill. no bid deal good sleep.the sunwing rep joke totally useless did n't care unless handing cash excursion no doubt earned cut say unsure going just squish worth heartbeat actually booked march 07 jan 08 sure, lucky make great travel friends like walt darlene ken anna jeff shauna shelby jackie make trip better,  "
trip_advisor_210,"wonderful hotel great location rooms excellent clean comfortable great little hotel, convenient rooms comfortable clean appointed, hotel recently renovated, hotel staff went way assist directions restaurant suggestions, figure nights wished spent week,  ",5.0,hotel,"wonderful hotel great location rooms excellent clean comfortable great little hotel, convenient rooms comfortable clean appointed, hotel recently renovated, hotel staff went way assist directions restaurant suggestions, figure nights wished spent week,  "
trip_advisor_211,"favorite hotel europa book entitled cheap hotels word cheap got interested writer photos did not justice review title suggests favorite hotel, hotel located second floors beautiful old building cavour medici pallazzo, supposedly building different points history convent finishing school palace bought franz liszt mistress, rooms bright unusually large lovely cracking frescoes painted ceiling, bathrooms roomy bidet, short walk duomo rooms windows, tourism offices street area quite practical.hotel europa staffed lovely multi-lingual family offer great sightseeing advice make fantastic breakfast generally excellent job making feel welcome comfortable, rarely efficiency paired warmth, bravo,  ",5.0,hotel,"favorite hotel europa book entitled cheap hotels word cheap got interested writer photos did not justice review title suggests favorite hotel, hotel located second floors beautiful old building cavour medici pallazzo, supposedly building different points history convent finishing school palace bought franz liszt mistress, rooms bright unusually large lovely cracking frescoes painted ceiling, bathrooms roomy bidet, short walk duomo rooms windows, tourism offices street area quite practical.hotel europa staffed lovely multi-lingual family offer great sightseeing advice make fantastic breakfast generally excellent job making feel welcome comfortable, rarely efficiency paired warmth, bravo,  "
